,Symbol,Current_Price,Engullfin,Trustinline,TweezerBottom,RsiComparator,RsiComparatorTreand,ConsolNarrowRange,BreakoutNarrowRange,BreakoutWideRange,LifeTimeHighZone,VPConvergence,VPDivergence,SellingClimax,PickVolumeBreakout
490,NCC,79.0,,,,,DownTrend,Yes,,,,,,,
491,NEOGEN,1289.0,,,,,DownTrend,Yes,,,,,,,
492,NESCO,638.0,,,,,DownTrend,,Yes,,,,Yes,,
493,NESTLEIND,19752.0,,,,,DownTrend,,,,,,Yes,,
494,NETWORK18,75.0,,,,Yes,UpTrend,,Yes,63,,Yes,,,
495,NEULANDLAB,1706.0,,,,,DownTrend,Yes,,,,,,,
496,NEWGEN,382.0,,,,,DownTrend,,Yes,21,Yes,Yes,,,
497,NFL,58.0,,,,Yes,DownTrend,,Yes,126,,,Yes,,
498,NH,755.0,,,,,DownTrend,,,,,,Yes,,
499,NHPC,41.0,,,,,DownTrend,,,,,,Yes,,
500,NIACL,109.0,,,,Yes,DownTrend,Yes,,,,,Yes,,
501,NIITLTD,333.0,,,,,DownTrend,Yes,,,,,Yes,,
502,NLCINDIA,89.0,,,,,DownTrend,,Yes,2510,,Yes,,,
503,NOCIL,237.0,,,,,DownTrend,,,,,Yes,,,
504,NRBBEARING,147.0,,,,,DownTrend,,,,,,Yes,,
505,NTPC,175.0,,,,Yes,DownTrend,,Yes,,,,Yes,,
506,NUVOCO,399.0,,,,Yes,DownTrend,,Yes,,Yes,,Yes,,
507,NYKAA,175.0,,,,,DownTrend,Yes,,,,,,,
508,OBEROIRLTY,956.0,,,,,DownTrend,Yes,,,,,Yes,,
509,OFSS,3176.0,,,,,DownTrend,Yes,,,,Yes,,,
510,OIL,212.0,,,,Yes,UpTrend,,Yes,63,,,Yes,,
511,OLECTRA,498.0,,,,,DownTrend,Yes,,,,,,,
512,OMAXE,83.0,,,,,DownTrend,,,,Yes,Yes,,,
513,ONGC,143.0,,,,,DownTrend,,Yes,63,,Yes,,,
514,OPTIEMUS,255.0,,,,,DownTrend,,Yes,,,Yes,,,
515,ORIENTCEM,130.0,,,,Yes,DownTrend,Yes,,,,,Yes,,
516,ORIENTELEC,276.0,,,,Yes,DownTrend,Yes,,,,,Yes,,
517,ORISSAMINE,2960.0,,,,,UpTrend,Yes,,,,,Yes,,
518,PAGEIND,47533.0,,,,,DownTrend,,,,,,Yes,,
519,PAISALO,83.0,,,,Yes,DownTrend,Yes,,,,,Yes,,
520,PANAMAPET,376.0,,,,,DownTrend,Yes,,,,,Yes,,
521,PARADEEP,59.0,,,,,DownTrend,,Yes,,Yes,Yes,,,
522,PARAS,626.0,,"Bullish TrustingLine pattern ... 
 Entry on current Close and exit on next 5th candle close 
stop_loss only on days close = 615.2",,,DownTrend,Yes,,,,Yes,,,
523,PATANJALI,1318.0,,,,,DownTrend,,Yes,,,Yes,,,
524,PAYTM,523.0,,,,,UpTrend,Yes,,,,,Yes,,
525,PCBL,139.0,,,,Yes,UpTrend,Yes,,,,Yes,,,
526,PERSISTENT,4263.0,,,,,DownTrend,Yes,,,,,Yes,,
527,PETRONET,213.0,,,,,DownTrend,,Yes,63,,,Yes,,
528,PFC,138.0,,,,,DownTrend,Yes,,,,,Yes,,
529,PFIZER,4566.0,,,,,DownTrend,,,,,,Yes,,
530,PGHH,14191.0,,,,,DownTrend,,,,,Yes,,,
531,PGHL,4116.0,,,,,DownTrend,Yes,,,,,,,
532,PHOENIXLTD,1449.0,,,,,DownTrend,,,,,,Yes,,
533,PIDILITIND,2733.0,,,,,DownTrend,,,,,,Yes,,
534,PIIND,3481.0,,,,,DownTrend,Yes,,,,,Yes,,
535,PNB,55.0,,,,,DownTrend,,Yes,504,,,Yes,,
536,PNBHOUSING,445.0,,,,,DownTrend,Yes,,,,,Yes,,
537,PNCINFRA,266.0,,,,Yes,DownTrend,Yes,,,,,Yes,,
538,POKARNA,439.0,,,,,DownTrend,,,,,,Yes,,
539,POLICYBZR,477.0,,,,Yes,DownTrend,Yes,,,,,Yes,,
540,POLYCAB,2672.0,,,,,DownTrend,Yes,,,,,Yes,,
541,POLYMED,956.0,,,,,DownTrend,,,,,,,,
542,POLYPLEX,1775.0,,,,,DownTrend,,,,,,,,
543,POONAWALLA,305.0,,,,,DownTrend,,,,,,,,
544,POWERGRID,221.0,,,,,DownTrend,,,,,Yes,,,
545,POWERINDIA,3008.0,,,,,DownTrend,,Yes,,Yes,Yes,,,
546,PRAJIND,378.0,,,,,DownTrend,Yes,,,,,,,
547,PRESTIGE,495.0,,,,Yes,UpTrend,Yes,,,,Yes,,,
548,PRINCEPIPE,623.0,,,,,UpTrend,,Yes,63,,Yes,,,Yes wait for breakout of resistance => 623.2999877929688
549,PRIVISCL,1206.0,,,,,DownTrend,Yes,,,,,Yes,,
550,PRSMJOHNSN,124.0,,,,,DownTrend,Yes,,,,,Yes,,
551,PRUDENT,966.0,,,,,UpTrend,,Yes,2510,,Yes,,,
552,PSPPROJECT,634.0,,,,,DownTrend,,,,,Yes,,,
553,PVR,1912.0,,,,,DownTrend,,Yes,21,Yes,,Yes,,
554,QUESS,438.0,,,,,UpTrend,Yes,,,,,Yes,,
555,RADICO,1110.0,,,,,DownTrend,Yes,,,,,Yes,,
556,RAILTEL,132.0,,,,,DownTrend,Yes,,,,,,,
557,RAIN,187.0,,,,Yes,DownTrend,,Yes,,,Yes,,,
558,RAINBOW,750.0,,,,,DownTrend,Yes,,,,,Yes,,
559,RAJESHEXPO,735.0,,,,,DownTrend,Yes,,,,,Yes,,
560,RAJRATAN,926.0,,,,,DownTrend,Yes,,,,,,,
561,RALLIS,243.0,,,,Yes,DownTrend,Yes,,,Yes,,Yes,,
562,RAMCOCEM,691.0,,,,,DownTrend,,Yes,,Yes,,Yes,,
563,RATEGAIN,305.0,,,,,DownTrend,Yes,,,,,Yes,,
564,RATNAMANI,1974.0,,,,,DownTrend,,,,Yes,,Yes,,
565,RAYMOND,1581.0,,,,,DownTrend,Yes,,,,Yes,,,
566,RBA,118.0,,,,,DownTrend,Yes,,,,,Yes,,
567,RBLBANK,154.0,,,,,DownTrend,,Yes,,,,Yes,,
568,RCF,123.0,,,,Yes,DownTrend,,Yes,2510,,,Yes,,
569,RECLTD,111.0,,,,Yes,DownTrend,,Yes,2510,,Yes,,,
570,REDINGTON,180.0,,,,,DownTrend,Yes,,,,,Yes,,
571,RELAXO,948.0,,,,,UpTrend,Yes,,,,,Yes,,
572,RELIANCE,2682.0,,,,,DownTrend,Yes,,,,Yes,,,
573,RELIGARE,178.0,,,,,DownTrend,Yes,,,,,,,
574,RELINFRA,157.0,,,,Yes,DownTrend,Yes,,,,Yes,,,
575,RENUKA,59.0,,,,Yes,DownTrend,Yes,,,,Yes,,,
576,RESPONIND,135.0,,,,,DownTrend,Yes,,,,,,,
577,RHIM,807.0,,,,,DownTrend,Yes,,,,,Yes,,
578,RITES,369.0,,,,,DownTrend,Yes,,,,,,,
579,RKFORGE,234.0,,,,,DownTrend,Yes,,,,Yes,,,
580,ROLEXRINGS,1896.0,,,,,DownTrend,Yes,,,Yes,,,,
581,ROSSARI,816.0,,,,,DownTrend,,,,Yes,,Yes,,
582,ROUTE,1347.0,,,,,DownTrend,,,,,,Yes,,
583,RPOWER,16.0,,,,Yes,DownTrend,Yes,,,,Yes,,,
584,RPSGVENT,500.0,,,,,DownTrend,,Yes,21,Yes,Yes,,,
585,RTNINDIA,49.0,,,,,DownTrend,,Yes,,Yes,,Yes,,
586,RTNPOWER,4.0,,,,Yes,DownTrend,Yes,,,,,,,
587,RUPA,313.0,,,,,UpTrend,,Yes,,Yes,Yes,,,
588,RVNL,71.0,,,,,DownTrend,Yes,,,,,Yes,,
589,SAFARI,1663.0,,,,,DownTrend,Yes,,,,,,,
590,SAGCEM,241.0,,,,Yes,UpTrend,,Yes,126,,Yes,,,
591,SAIL,88.0,,,,Yes,UpTrend,,Yes,126,,Yes,,,
592,SANOFI,5711.0,,,,,DownTrend,,,,,,Yes,,
593,SANSERA,815.0,,,,,DownTrend,,Yes,252,,Yes,,,
594,SAPPHIRE,1373.0,,,,,UpTrend,,Yes,,Yes,,Yes,,
595,SARDAEN,1016.0,,,,,UpTrend,Yes,,,,Yes,,,
596,SAREGAMA,382.0,,,,,DownTrend,,,,Yes,,Yes,,
597,SBCL,423.0,,,,,DownTrend,,Yes,,Yes,,Yes,,
598,SBICARD,831.0,,,,,DownTrend,Yes,,,,Yes,,,
599,SBILIFE,1284.0,,,,,UpTrend,Yes,,,,,Yes,,
600,SBIN,617.0,,,,,DownTrend,,Yes,,,Yes,,,
601,SCHAEFFLER,2736.0,,,,,DownTrend,Yes,,,,,Yes,,
602,SCHNEIDER,167.0,,,,,DownTrend,,Yes,,,,Yes,,
603,SCI,135.0,,"Bullish TrustingLine pattern ... 
 Entry on current Close and exit on next 5th candle close 
stop_loss only on days close = 133.9",,,DownTrend,Yes,,,,Yes,,,
604,SEAMECLTD,965.0,,,,,DownTrend,Yes,,,Yes,Yes,,,Yes wait for breakout of resistance => 965.5
605,SEQUENT,96.0,,,,,DownTrend,,Yes,,Yes,Yes,,,
606,SFL,2626.0,,,,,DownTrend,,,,,,Yes,,
607,SHARDACROP,498.0,,,,,UpTrend,,Yes,21,Yes,Yes,,,Yes wait for breakout of resistance => 498.1499938964844
608,SHAREINDIA,1290.0,,,,,DownTrend,,Yes,,,Yes,,,
609,SHILPAMED,299.0,,,,,DownTrend,Yes,,,,,Yes,,
610,SHK,142.0,,,,,DownTrend,,Yes,21,,Yes,,,Yes wait for breakout of resistance => 142.4499969482422
611,SHOPERSTOP,694.0,,,,,DownTrend,Yes,,,,,Yes,,
612,SHREECEM,23755.0,,,,,DownTrend,,,,,,Yes,,
613,SHYAMMETL,293.0,,,,,DownTrend,,,,,,Yes,,
614,SIEMENS,2764.0,,,,,DownTrend,,,,,,,,
615,SIS,392.0,,,,,DownTrend,,,,,,Yes,,
616,SIYSIL,573.0,,,,,DownTrend,,Yes,126,,Yes,,,
617,SJVN,41.0,,,,,DownTrend,,Yes,,,Yes,,,
618,SKFINDIA,4767.0,,,,,DownTrend,Yes,,,,,,,
619,SOBHA,670.0,,,,,DownTrend,,Yes,21,Yes,Yes,,,Yes wait for breakout of resistance => 670.0499877929688
620,SOLARA,452.0,,"Bullish TrustingLine pattern ... 
 Entry on current Close and exit on next 5th candle close 
stop_loss only on days close = 448.1",,,DownTrend,Yes,,,,,,,
621,SOLARINDS,4025.0,,,,,DownTrend,Yes,,,,,Yes,,
622,SOMANYCERA,524.0,,,,,DownTrend,Yes,,,Yes,Yes,,,
623,SONACOMS,459.0,,,,,DownTrend,Yes,,,,,Yes,,
624,SONATSOFTW,589.0,,,,,DownTrend,,Yes,189,,Yes,,,
625,SOUTHBANK,18.0,,,,,DownTrend,,Yes,,,Yes,,,
626,SPANDANA,567.0,,,,,DownTrend,Yes,,,Yes,,Yes,,
627,SPARC,249.0,,,,,DownTrend,Yes,,,,,Yes,,
628,SPICEJET,39.0,,,,,DownTrend,,Yes,,,Yes,,,
629,SPLPETRO,797.0,,,,,DownTrend,,Yes,63,,Yes,,,
630,SRF,2399.0,,,,,DownTrend,,,,Yes,,Yes,,
631,SRTRANSFIN,1294.0,,,,,DownTrend,Yes,,,Yes,,Yes,,
632,SSWL,171.0,,,,,DownTrend,,Yes,21,Yes,Yes,,,
633,STAR,369.0,,,,Yes,DownTrend,,Yes,126,,Yes,,,
634,STARHEALTH,622.0,,,,,DownTrend,Yes,,,,,,,
635,STEELXIND,13.0,,,,,DownTrend,Yes,,,,Yes,,,
636,STLTECH,176.0,,,,Yes,DownTrend,Yes,,,,,Yes,,
637,STOVEKRAFT,609.0,,,,,DownTrend,,,,,,,,
638,SUBEXLTD,34.0,,,,,DownTrend,,Yes,,,Yes,,,
639,SUDARSCHEM,389.0,,,,,DownTrend,,,,,Yes,,,
640,SUMICHEM,492.0,,,,,DownTrend,,Yes,21,Yes,Yes,,,
641,SUNCLAYLTD,5332.0,,,,,DownTrend,Yes,,,,,,,
642,SUNDARMFIN,2315.0,,,,,DownTrend,,Yes,,Yes,,Yes,,
643,SUNDRMFAST,925.0,"Bullish bullishEngulfin pattern ... 
 Entry on current Close and exit on next 5th candle close 
stop_loss only on days close = 909.0",,,,DownTrend,,,,,,Yes,,
644,SUNPHARMA,1039.0,,,,,DownTrend,,,,,Yes,,,
645,SUNTECK,392.0,,,,,DownTrend,,,,,,Yes,,
646,SUNTV,496.0,,,,,DownTrend,,Yes,,,,Yes,,
647,SUPRAJIT,337.0,,,,,DownTrend,Yes,,,,,,,
648,SUPREMEIND,2488.0,,,,,DownTrend,Yes,,,,Yes,,,
649,SUPRIYA,248.0,,,,Yes,DownTrend,Yes,,,,,Yes,,
650,SURYAROSNI,517.0,,,,,DownTrend,,Yes,21,Yes,Yes,,,Yes wait for breakout of resistance => 517.6500244140625
651,SURYODAY,111.0,,,,,DownTrend,,Yes,21,Yes,Yes,,,
652,SUVENPHAR,463.0,,,,,DownTrend,,,,,Yes,,,
653,SUZLON,10.0,,,,Yes,DownTrend,,Yes,21,,Yes,,,
654,SWANENERGY,273.0,,,,,UpTrend,,Yes,63,,Yes,,,
655,SWSOLAR,288.0,,,,,DownTrend,Yes,,,,,Yes,,
656,SYMPHONY,938.0,,,,,DownTrend,,Yes,63,,,Yes,,
657,SYNGENE,600.0,,,,,DownTrend,,,,,,,,
658,SYRMA,279.0,,,,,DownTrend,Yes,,,,,,,
659,TANLA,803.0,,,,,DownTrend,Yes,,,Yes,,Yes,,
660,TARSONS,734.0,,,,,DownTrend,,Yes,,Yes,,Yes,,
661,TASTYBITE,11744.0,,,,,DownTrend,,,,,,,,
662,TATACHEM,1056.0,,,,,DownTrend,,,,,Yes,,,
663,TATACOFFEE,230.0,,,,,DownTrend,,,,,,Yes,,
664,TATACOMM,1323.0,,,,,DownTrend,,,,Yes,Yes,,,
665,TATACONSUM,800.0,,,,,DownTrend,Yes,,,,,Yes,,
666,TATAELXSI,6961.0,,,,,DownTrend,Yes,,,,,Yes,,
667,TATAINVEST,2325.0,,,"Bullish Tweezer bottom pattern ... 
 Entry on current Close and exit on next 5th candle close 
stop_loss only on days close = 2320.0",,DownTrend,,,,,,,,
668,TATAMETALI,813.0,,,,,UpTrend,,Yes,21,Yes,Yes,,,
669,TATAMOTORS,428.0,,,,,DownTrend,,,,,,Yes,,
670,TATAMTRDVR,230.0,,,,Yes,DownTrend,Yes,,,,,Yes,,
671,TATAPOWER,224.0,,,,,DownTrend,,,,,Yes,,,
672,TATASTEEL,115.0,,,,Yes,UpTrend,,Yes,2510,,Yes,,,
673,TATASTLLP,688.0,,,,,UpTrend,,Yes,21,Yes,Yes,,,
674,TATVA,2260.0,,,,,DownTrend,Yes,,,Yes,,,,
675,TCI,673.0,,,,,DownTrend,Yes,,,,,Yes,,
676,TCIEXP,1886.0,,,,,DownTrend,,,,,,Yes,,
677,TCNSBRANDS,569.0,,,,,DownTrend,Yes,,,Yes,,,,
678,TCS,3425.0,,,,,DownTrend,Yes,,,,,Yes,,
679,TEAMLEASE,2520.0,,,,,UpTrend,Yes,,,,,Yes,,
680,TECHM,1099.0,,,,,DownTrend,Yes,,,,Yes,,,
681,TECHNOE,322.0,,,,Yes,DownTrend,Yes,,,,,Yes,,
682,TEGA,629.0,,,,,DownTrend,,Yes,189,,Yes,,,Yes wait for breakout of resistance => 629.2000122070312
683,TEJASNET,632.0,,,,,DownTrend,Yes,,,,,Yes,,
684,THERMAX,2065.0,,,,,DownTrend,Yes,,,,,,,
685,THOMASCOOK,76.0,,,,,DownTrend,Yes,,,,,Yes,,
686,THYROCARE,641.0,,,,,DownTrend,,Yes,,Yes,,Yes,,
687,TIDEWATER,1049.0,,,,,DownTrend,Yes,,,,,Yes,,
688,TIIL,894.0,,,,,DownTrend,,Yes,21,Yes,Yes,,,
689,TIINDIA,2957.0,,,,,DownTrend,,Yes,2510,,,Yes,,
690,TIMETECHNO,92.0,,,,,DownTrend,Yes,,,,,Yes,,
691,TIMKEN,3529.0,,,,,DownTrend,Yes,,,,,Yes,,
692,TINPLATE,341.0,,,,,UpTrend,,Yes,21,Yes,Yes,,,
693,TIRUMALCHM,215.0,,,,,UpTrend,,Yes,21,Yes,Yes,,,Yes wait for breakout of resistance => 215.64999389648438
694,TITAN,2615.0,,,,,DownTrend,,,,,,Yes,,
695,TORNTPHARM,1619.0,,,,,DownTrend,,,,,,,,
696,TORNTPOWER,547.0,,,,,DownTrend,Yes,,,,,Yes,,
697,TRENT,1475.0,,,,,DownTrend,,Yes,,Yes,,Yes,,
698,TRIDENT,37.0,,,,,DownTrend,,Yes,,Yes,Yes,,,
699,TRITURBINE,288.0,,,,,DownTrend,Yes,,,,,Yes,,
700,TRIVENI,296.0,,,,,DownTrend,Yes,,,,,Yes,,
701,TTKPRESTIG,874.0,,,,,DownTrend,,,,,,,,
702,TTML,100.0,,,,,DownTrend,,,,,,Yes,,
703,TV18BRDCST,41.0,,,,Yes,DownTrend,,Yes,21,Yes,Yes,,,
704,TVSMOTOR,1017.0,,,,,DownTrend,Yes,,,,,,,
705,TVTODAY,252.0,,,,,DownTrend,,Yes,,Yes,Yes,,,
706,UBL,1748.0,,,,,DownTrend,,Yes,252,,Yes,,,
707,UFLEX,605.0,,,,,DownTrend,Yes,,,,,Yes,,
708,UJJIVANSFB,30.0,,,,,DownTrend,,Yes,,,Yes,,,
709,ULTRACEMCO,7198.0,,,,,UpTrend,Yes,,,,,Yes,,
710,UNIONBANK,82.0,,,,,DownTrend,,Yes,756,,,Yes,,
711,UNOMINDA,556.0,,,,,DownTrend,,,,,Yes,,,
712,UPL,802.0,,,,,DownTrend,,Yes,126,,Yes,,,
713,USHAMART,133.0,,,,,DownTrend,Yes,,,,,,,
714,UTIAMC,778.0,,,,,DownTrend,Yes,,,Yes,,Yes,,
715,VAIBHAVGBL,351.0,,,,Yes,DownTrend,,Yes,21,Yes,Yes,,,
716,VAKRANGEE,30.0,,,,,DownTrend,Yes,,,,,,,
717,VALIANTORG,671.0,,,,,DownTrend,,Yes,,Yes,Yes,,,
718,VARROC,293.0,,,,,DownTrend,,,,,,Yes,,
719,VBL,1352.0,,,,,DownTrend,,Yes,2510,,,Yes,,
720,VEDL,319.0,,,,,UpTrend,,Yes,126,,Yes,,,
721,VENKEYS,1847.0,,,,,DownTrend,,,,,,Yes,,
722,VESUVIUS,1739.0,,,,,DownTrend,Yes,,,,,Yes,,
723,VGUARD,252.0,,,,,DownTrend,,,,,,,,
724,VIDHIING,368.0,,,,,DownTrend,,,,,,Yes,,
725,VIJAYA,462.0,,,,,DownTrend,Yes,,,,,Yes,,
726,VINATIORGA,2098.0,,,,,DownTrend,Yes,,,,,Yes,,
727,VIPIND,715.0,,,,,DownTrend,,,,,,Yes,,
728,VMART,2808.0,,,,,DownTrend,,,,Yes,,Yes,,
729,VOLTAMP,2654.0,,,,,DownTrend,Yes,,,,,,,
730,VOLTAS,858.0,,,,,DownTrend,,Yes,21,Yes,,Yes,,
731,VRLLOG,562.0,,,,,DownTrend,Yes,,,,,Yes,,
732,VSTIND,3505.0,,,,,DownTrend,Yes,,,,,,,
733,VSTTILLERS,2377.0,,,,,DownTrend,,,,,,,,
734,VTL,354.0,,,,,DownTrend,,Yes,,,Yes,,,
735,WABAG,336.0,,,,,DownTrend,Yes,,,,,Yes,,
736,WELCORP,253.0,,,,Yes,DownTrend,,Yes,21,Yes,Yes,,,
737,WELENT,165.0,,,,,DownTrend,,Yes,1008,,Yes,,,
738,WELSPUNIND,79.0,,,,Yes,DownTrend,Yes,,,,,,,
739,WESTLIFE,739.0,,,,,DownTrend,Yes,,,Yes,,,,
740,WHIRLPOOL,1529.0,,,,,DownTrend,,,,,Yes,,,
741,WIPRO,412.0,,,,,DownTrend,Yes,,,,,Yes,,
742,WOCKPHARMA,236.0,,,,,DownTrend,Yes,,,,,Yes,,
743,WSTCSTPAPR,587.0,,,,,DownTrend,Yes,,,,,,,
744,YESBANK,17.0,,,,,DownTrend,,Yes,21,Yes,,,,
745,ZEEL,268.0,,,,Yes,UpTrend,Yes,,,,,Yes,,
746,ZENSARTECH,238.0,,,,,UpTrend,,Yes,63,,Yes,,,
747,ZFCVINDIA,9374.0,,,,,DownTrend,,,,,,,,
748,ZOMATO,65.0,,,,,DownTrend,Yes,,,,,,,
749,ZYDUSLIFE,413.0,,,,Yes,UpTrend,Yes,,,,,Yes,,
750,ZYDUSWELL,1617.0,,,,,DownTrend,,Yes,,Yes,,Yes,,
